#cleaned version removed '.1' from all the accessions.
Assembly	Genome_Acc	RefSeq_Acc	GenBank_Acc	NCBI_name
ASM15162v1	na	NW_004584154	BABH01087587	GPS_001615046
ASM15162v1	na	NW_004584155	BABH01087586	GPS_001615047
ASM15162v1	na	NW_004584156	BABH01087585	GPS_001615048
ASM15162v1	na	NW_004584157	BABH01087584	GPS_001615049
ASM15162v1	na	NW_004584158	BABH01087583	GPS_001615050
ASM15162v1	na	NW_004584159	BABH01087582	GPS_001615051
ASM15162v1	na	NW_004584160	BABH01087581	GPS_001615052
ASM15162v1	na	NW_004584161	BABH01087580	GPS_001615053
ASM15162v1	na	NW_004584162	BABH01087579	GPS_001615054
ASM15162v1	na	NW_004584163	BABH01087578	GPS_001615055
ASM15162v1	na	NW_004584164	BABH01087577	GPS_001615056
ASM15162v1	na	NW_004584165	BABH01087576	GPS_001615057
ASM15162v1	na	NW_004584166	BABH01087575	GPS_001615058
ASM15162v1	na	NW_004584167	BABH01087574	GPS_001615059
ASM15162v1	na	NW_004584168	BABH01087573	GPS_001615060
ASM15162v1	na	NW_004584169	BABH01087572	GPS_001615061
ASM15162v1	na	NW_004584170	BABH01087571	GPS_001615062
ASM15162v1	na	NW_004584171	BABH01087570	GPS_001615063
ASM15162v1	na	NW_004584172	BABH01087569	GPS_001615064
ASM15162v1	na	NW_004584173	BABH01087568	GPS_001615065
ASM15162v1	na	NW_004584174	BABH01087567	GPS_001615066
ASM15162v1	na	NW_004584175	BABH01087566	GPS_001615067
ASM15162v1	na	NW_004584176	BABH01087565	GPS_001615068
ASM15162v1	na	NW_004584177	BABH01087564	GPS_001615069
ASM15162v1	na	NW_004584178	BABH01087563	GPS_001615070
ASM15162v1	na	NW_004584179	BABH01087562	GPS_001615071
ASM15162v1	na	NW_004584180	BABH01087561	GPS_001615072
ASM15162v1	na	NW_004584181	BABH01087560	GPS_001615073
ASM15162v1	na	NW_004584182	BABH01087559	GPS_001615074
ASM15162v1	na	NW_004584183	BABH01087558	GPS_001615075
ASM15162v1	na	NW_004584184	BABH01087557	GPS_001615076
ASM15162v1	na	NW_004584185	BABH01087556	GPS_001615077
ASM15162v1	na	NW_004584186	BABH01087555	GPS_001615078
ASM15162v1	na	NW_004584187	BABH01087554	GPS_001615079
ASM15162v1	na	NW_004584188	BABH01087553	GPS_001615080
ASM15162v1	na	NW_004584189	BABH01087552	GPS_001615081
ASM15162v1	na	NW_004584190	BABH01087551	GPS_001615082
ASM15162v1	na	NW_004584191	BABH01087550	GPS_001615083
ASM15162v1	na	NW_004584192	BABH01087549	GPS_001615084
ASM15162v1	na	NW_004584193	BABH01087548	GPS_001615085
ASM15162v1	na	NW_004584194	BABH01087547	GPS_001615086
ASM15162v1	na	NW_004584195	BABH01087546	GPS_001615087
ASM15162v1	na	NW_004584196	BABH01087545	GPS_001615088
ASM15162v1	na	NW_004584197	BABH01087544	GPS_001615089
ASM15162v1	na	NW_004584198	BABH01087543	GPS_001615090
ASM15162v1	na	NW_004584199	BABH01087542	GPS_001615091
ASM15162v1	na	NW_004584200	BABH01087541	GPS_001615092
ASM15162v1	na	NW_004584201	BABH01087540	GPS_001615093
ASM15162v1	na	NW_004584202	BABH01087539	GPS_001615094
ASM15162v1	na	NW_004584203	BABH01087538	GPS_001615095
ASM15162v1	na	NW_004584204	BABH01087537	GPS_001615096
ASM15162v1	na	NW_004584205	BABH01087536	GPS_001615097
ASM15162v1	na	NW_004584206	BABH01087535	GPS_001615098
ASM15162v1	na	NW_004584207	BABH01087534	GPS_001615099
ASM15162v1	na	NW_004584208	BABH01087533	GPS_001615100
ASM15162v1	na	NW_004584209	BABH01087532	GPS_001615101
ASM15162v1	na	NW_004584210	BABH01087531	GPS_001615102
ASM15162v1	na	NW_004584211	BABH01087530	GPS_001615103
ASM15162v1	na	NW_004584212	BABH01087529	GPS_001615104
ASM15162v1	na	NW_004584213	BABH01087528	GPS_001615105
ASM15162v1	na	NW_004584214	BABH01087527	GPS_001615106
ASM15162v1	na	NW_004584215	BABH01087526	GPS_001615107
ASM15162v1	na	NW_004584216	BABH01087525	GPS_001615108
ASM15162v1	na	NW_004584217	BABH01087524	GPS_001615109
ASM15162v1	na	NW_004584218	BABH01087523	GPS_001615110
ASM15162v1	na	NW_004584219	BABH01087522	GPS_001615111
ASM15162v1	na	NW_004584220	BABH01087521	GPS_001615112
ASM15162v1	na	NW_004584221	BABH01087520	GPS_001615113
ASM15162v1	na	NW_004584222	BABH01087519	GPS_001615114
ASM15162v1	na	NW_004584223	BABH01087518	GPS_001615115
ASM15162v1	na	NW_004584224	BABH01087517	GPS_001615116
ASM15162v1	na	NW_004584225	BABH01087516	GPS_001615117
ASM15162v1	na	NW_004584226	BABH01087515	GPS_001615118
ASM15162v1	na	NW_004584227	BABH01087514	GPS_001615119
ASM15162v1	na	NW_004584228	BABH01087513	GPS_001615120
ASM15162v1	na	NW_004584229	BABH01087512	GPS_001615121
ASM15162v1	na	NW_004584230	BABH01087511	GPS_001615122
ASM15162v1	na	NW_004584231	BABH01087510	GPS_001615123
ASM15162v1	na	NW_004584232	BABH01087509	GPS_001615124
ASM15162v1	na	NW_004584233	BABH01087508	GPS_001615125
ASM15162v1	na	NW_004584234	BABH01087507	GPS_001615126
ASM15162v1	na	NW_004584235	BABH01087506	GPS_001615127
ASM15162v1	na	NW_004584236	BABH01087505	GPS_001615128
ASM15162v1	na	NW_004584237	BABH01087504	GPS_001615129
ASM15162v1	na	NW_004584238	BABH01087503	GPS_001615130
ASM15162v1	na	NW_004584239	BABH01087502	GPS_001615131
ASM15162v1	na	NW_004584240	BABH01087501	GPS_001615132
ASM15162v1	na	NW_004584241	BABH01087500	GPS_001615133
ASM15162v1	na	NW_004584242	BABH01087499	GPS_001615134
ASM15162v1	na	NW_004584243	BABH01087498	GPS_001615135
ASM15162v1	na	NW_004584244	BABH01087497	GPS_001615136
ASM15162v1	na	NW_004584245	BABH01087496	GPS_001615137
ASM15162v1	na	NW_004584246	BABH01087495	GPS_001615138
ASM15162v1	na	NW_004584247	BABH01087494	GPS_001615139
ASM15162v1	na	NW_004584248	BABH01087493	GPS_001615140
ASM15162v1	na	NW_004584249	BABH01087492	GPS_001615141
ASM15162v1	na	NW_004584250	BABH01087491	GPS_001615142
ASM15162v1	na	NW_004584251	BABH01087490	GPS_001615143
ASM15162v1	na	NW_004584252	BABH01087489	GPS_001615144
ASM15162v1	na	NW_004584253	BABH01087488	GPS_001615145
ASM15162v1	na	NW_004584254	BABH01087487	GPS_001615146
ASM15162v1	na	NW_004584255	BABH01087486	GPS_001615147
ASM15162v1	na	NW_004584256	BABH01087485	GPS_001615148
ASM15162v1	na	NW_004584257	BABH01087484	GPS_001615149
ASM15162v1	na	NW_004584258	BABH01087483	GPS_001615150
ASM15162v1	na	NW_004584259	BABH01087482	GPS_001615151
ASM15162v1	na	NW_004584260	BABH01087481	GPS_001615152
ASM15162v1	na	NW_004584261	BABH01087480	GPS_001615153
ASM15162v1	na	NW_004584262	BABH01087479	GPS_001615154
ASM15162v1	na	NW_004584263	BABH01087478	GPS_001615155
ASM15162v1	na	NW_004584264	BABH01087477	GPS_001615156
ASM15162v1	na	NW_004584265	BABH01087476	GPS_001615157
ASM15162v1	na	NW_004584266	BABH01087475	GPS_001615158
ASM15162v1	na	NW_004584267	BABH01087474	GPS_001615159
ASM15162v1	na	NW_004584268	BABH01087473	GPS_001615160
ASM15162v1	na	NW_004584269	BABH01087472	GPS_001615161
ASM15162v1	na	NW_004584270	BABH01087471	GPS_001615162
ASM15162v1	na	NW_004584271	BABH01087470	GPS_001615163
ASM15162v1	na	NW_004584272	BABH01087469	GPS_001615164
ASM15162v1	na	NW_004584273	BABH01087468	GPS_001615165
ASM15162v1	na	NW_004584274	BABH01087467	GPS_001615166
ASM15162v1	na	NW_004584275	BABH01087466	GPS_001615167
ASM15162v1	na	NW_004584276	BABH01087465	GPS_001615168
ASM15162v1	na	NW_004584277	BABH01087464	GPS_001615169
ASM15162v1	na	NW_004584278	BABH01087463	GPS_001615170
ASM15162v1	na	NW_004584279	BABH01087462	GPS_001615171
ASM15162v1	na	NW_004584280	BABH01087461	GPS_001615172
ASM15162v1	na	NW_004584281	BABH01087460	GPS_001615173
ASM15162v1	na	NW_004584282	BABH01087459	GPS_001615174
ASM15162v1	na	NW_004584283	BABH01087458	GPS_001615175
ASM15162v1	na	NW_004584284	BABH01087457	GPS_001615176
ASM15162v1	na	NW_004584285	BABH01087456	GPS_001615177
ASM15162v1	na	NW_004584286	BABH01087455	GPS_001615178
ASM15162v1	na	NW_004584287	BABH01087454	GPS_001615179
ASM15162v1	na	NW_004584288	BABH01087453	GPS_001615180
ASM15162v1	na	NW_004584289	BABH01087452	GPS_001615181
ASM15162v1	na	NW_004584290	BABH01087451	GPS_001615182
ASM15162v1	na	NW_004584291	BABH01087450	GPS_001615183
ASM15162v1	na	NW_004584292	BABH01087449	GPS_001615184
ASM15162v1	na	NW_004584293	BABH01087448	GPS_001615185
ASM15162v1	na	NW_004584294	BABH01087447	GPS_001615186
ASM15162v1	na	NW_004584295	BABH01087446	GPS_001615187
ASM15162v1	na	NW_004584296	BABH01087445	GPS_001615188
ASM15162v1	na	NW_004584297	BABH01087444	GPS_001615189
ASM15162v1	na	NW_004584298	BABH01087443	GPS_001615190
ASM15162v1	na	NW_004584299	BABH01087442	GPS_001615191
ASM15162v1	na	NW_004584300	BABH01087441	GPS_001615192
ASM15162v1	na	NW_004584301	BABH01087440	GPS_001615193
ASM15162v1	na	NW_004584302	BABH01087439	GPS_001615194
ASM15162v1	na	NW_004584303	BABH01087438	GPS_001615195
ASM15162v1	na	NW_004584304	BABH01087437	GPS_001615196
ASM15162v1	na	NW_004584305	BABH01087436	GPS_001615197
ASM15162v1	na	NW_004584306	BABH01087435	GPS_001615198
ASM15162v1	na	NW_004584307	BABH01087434	GPS_001615199
ASM15162v1	na	NW_004584308	BABH01087433	GPS_001615200
ASM15162v1	na	NW_004584309	BABH01087432	GPS_001615201
ASM15162v1	na	NW_004584310	BABH01087431	GPS_001615202
ASM15162v1	na	NW_004584311	BABH01087430	GPS_001615203
ASM15162v1	na	NW_004584312	BABH01087429	GPS_001615204
ASM15162v1	na	NW_004584313	BABH01087428	GPS_001615205
ASM15162v1	na	NW_004584314	BABH01087427	GPS_001615206
ASM15162v1	na	NW_004584315	BABH01087426	GPS_001615207
ASM15162v1	na	NW_004584316	BABH01087425	GPS_001615208
ASM15162v1	na	NW_004584317	BABH01087424	GPS_001615209
ASM15162v1	na	NW_004584318	BABH01087423	GPS_001615210
ASM15162v1	na	NW_004584319	BABH01087422	GPS_001615211
ASM15162v1	na	NW_004584320	BABH01087421	GPS_001615212
ASM15162v1	na	NW_004584321	BABH01087420	GPS_001615213
ASM15162v1	na	NW_004584322	BABH01087419	GPS_001615214
ASM15162v1	na	NW_004584323	BABH01087418	GPS_001615215
ASM15162v1	na	NW_004584324	BABH01087417	GPS_001615216
ASM15162v1	na	NW_004584325	BABH01087416	GPS_001615217
ASM15162v1	na	NW_004584326	BABH01087415	GPS_001615218
ASM15162v1	na	NW_004584327	BABH01087414	GPS_001615219
ASM15162v1	na	NW_004584328	BABH01087413	GPS_001615220
ASM15162v1	na	NW_004584329	BABH01087412	GPS_001615221
ASM15162v1	na	NW_004584330	BABH01087411	GPS_001615222
ASM15162v1	na	NW_004584331	BABH01087410	GPS_001615223
ASM15162v1	na	NW_004584332	BABH01087409	GPS_001615224
ASM15162v1	na	NW_004584333	BABH01087408	GPS_001615225
ASM15162v1	na	NW_004584334	BABH01087407	GPS_001615226
ASM15162v1	na	NW_004584335	BABH01087406	GPS_001615227
ASM15162v1	na	NW_004584336	BABH01087405	GPS_001615228
ASM15162v1	na	NW_004584337	BABH01087404	GPS_001615229
ASM15162v1	na	NW_004584338	BABH01087403	GPS_001615230
ASM15162v1	na	NW_004584339	BABH01087402	GPS_001615231
ASM15162v1	na	NW_004584340	BABH01087401	GPS_001615232
ASM15162v1	na	NW_004584341	BABH01087400	GPS_001615233
ASM15162v1	na	NW_004584342	BABH01087399	GPS_001615234
ASM15162v1	na	NW_004584343	BABH01087398	GPS_001615235
ASM15162v1	na	NW_004584344	BABH01087397	GPS_001615236
ASM15162v1	na	NW_004584345	BABH01087396	GPS_001615237
ASM15162v1	na	NW_004584346	BABH01087395	GPS_001615238
ASM15162v1	na	NW_004584347	BABH01087394	GPS_001615239
ASM15162v1	na	NW_004584348	BABH01087393	GPS_001615240
ASM15162v1	na	NW_004584349	BABH01087392	GPS_001615241
ASM15162v1	na	NW_004584350	BABH01087391	GPS_001615242
ASM15162v1	na	NW_004584351	BABH01087390	GPS_001615243
ASM15162v1	na	NW_004584352	BABH01087389	GPS_001615244
ASM15162v1	na	NW_004584353	BABH01087388	GPS_001615245
ASM15162v1	na	NW_004584354	BABH01087387	GPS_001615246
ASM15162v1	na	NW_004584355	BABH01087386	GPS_001615247
ASM15162v1	na	NW_004584356	BABH01087385	GPS_001615248
ASM15162v1	na	NW_004584357	BABH01087384	GPS_001615249
ASM15162v1	na	NW_004584358	BABH01087383	GPS_001615250
ASM15162v1	na	NW_004584359	BABH01087382	GPS_001615251
ASM15162v1	na	NW_004584360	BABH01087381	GPS_001615252
ASM15162v1	na	NW_004584361	BABH01087380	GPS_001615253
ASM15162v1	na	NW_004584362	BABH01087379	GPS_001615254
ASM15162v1	na	NW_004584363	BABH01087378	GPS_001615255
ASM15162v1	na	NW_004584364	BABH01087377	GPS_001615256
ASM15162v1	na	NW_004584365	BABH01087376	GPS_001615257
ASM15162v1	na	NW_004584366	BABH01087375	GPS_001615258
ASM15162v1	na	NW_004584367	BABH01087374	GPS_001615259
ASM15162v1	na	NW_004584368	BABH01087373	GPS_001615260
ASM15162v1	na	NW_004584369	BABH01087372	GPS_001615261
ASM15162v1	na	NW_004584370	BABH01087371	GPS_001615262
ASM15162v1	na	NW_004584371	BABH01087370	GPS_001615263
ASM15162v1	na	NW_004584372	BABH01087369	GPS_001615264
ASM15162v1	na	NW_004584373	BABH01087368	GPS_001615265
ASM15162v1	na	NW_004584374	BABH01087367	GPS_001615266
ASM15162v1	na	NW_004584375	BABH01087366	GPS_001615267
ASM15162v1	na	NW_004584376	BABH01087365	GPS_001615268
ASM15162v1	na	NW_004584377	BABH01087364	GPS_001615269
ASM15162v1	na	NW_004584378	BABH01087363	GPS_001615270
ASM15162v1	na	NW_004584379	BABH01087362	GPS_001615271
ASM15162v1	na	NW_004584380	BABH01087361	GPS_001615272
ASM15162v1	na	NW_004584381	BABH01087360	GPS_001615273
ASM15162v1	na	NW_004584382	BABH01087359	GPS_001615274
ASM15162v1	na	NW_004584383	BABH01087358	GPS_001615275
ASM15162v1	na	NW_004584384	BABH01087357	GPS_001615276
ASM15162v1	na	NW_004584385	BABH01087356	GPS_001615277
ASM15162v1	na	NW_004584386	BABH01087355	GPS_001615278
ASM15162v1	na	NW_004584387	BABH01087354	GPS_001615279
ASM15162v1	na	NW_004584388	BABH01087353	GPS_001615280
ASM15162v1	na	NW_004584389	BABH01087352	GPS_001615281
ASM15162v1	na	NW_004584390	BABH01087351	GPS_001615282
ASM15162v1	na	NW_004584391	BABH01087350	GPS_001615283
ASM15162v1	na	NW_004584392	BABH01087349	GPS_001615284
ASM15162v1	na	NW_004584393	BABH01087348	GPS_001615285
ASM15162v1	na	NW_004584394	BABH01087347	GPS_001615286
ASM15162v1	na	NW_004584395	BABH01087346	GPS_001615287
ASM15162v1	na	NW_004584396	BABH01087345	GPS_001615288
ASM15162v1	na	NW_004584397	BABH01087344	GPS_001615289
ASM15162v1	na	NW_004584398	BABH01087343	GPS_001615290
ASM15162v1	na	NW_004584399	BABH01087342	GPS_001615291
ASM15162v1	na	NW_004584400	BABH01087341	GPS_001615292
ASM15162v1	na	NW_004584401	BABH01087340	GPS_001615293
ASM15162v1	na	NW_004584402	BABH01087339	GPS_001615294
ASM15162v1	na	NW_004584403	BABH01087338	GPS_001615295
ASM15162v1	na	NW_004584404	BABH01087337	GPS_001615296
ASM15162v1	na	NW_004584405	BABH01087336	GPS_001615297
ASM15162v1	na	NW_004584406	BABH01087335	GPS_001615298
ASM15162v1	na	NW_004584407	BABH01087334	GPS_001615299
ASM15162v1	na	NW_004584408	BABH01087333	GPS_001615300
ASM15162v1	na	NW_004584409	BABH01087332	GPS_001615301
ASM15162v1	na	NW_004584410	BABH01087331	GPS_001615302
ASM15162v1	na	NW_004584411	BABH01087330	GPS_001615303
ASM15162v1	na	NW_004584412	BABH01087329	GPS_001615304
ASM15162v1	na	NW_004584413	BABH01087328	GPS_001615305
ASM15162v1	na	NW_004584414	BABH01087327	GPS_001615306
ASM15162v1	na	NW_004584415	BABH01087326	GPS_001615307
ASM15162v1	na	NW_004584416	BABH01087325	GPS_001615308
ASM15162v1	na	NW_004584417	BABH01087324	GPS_001615309
ASM15162v1	na	NW_004584418	BABH01087323	GPS_001615310
ASM15162v1	na	NW_004584419	BABH01087322	GPS_001615311
ASM15162v1	na	NW_004584420	BABH01087321	GPS_001615312
ASM15162v1	na	NW_004584421	BABH01087320	GPS_001615313
ASM15162v1	na	NW_004584422	BABH01087319	GPS_001615314
ASM15162v1	na	NW_004584423	BABH01087318	GPS_001615315
ASM15162v1	na	NW_004584424	BABH01087317	GPS_001615316
ASM15162v1	na	NW_004584425	BABH01087316	GPS_001615317
ASM15162v1	na	NW_004584426	BABH01087315	GPS_001615318
ASM15162v1	na	NW_004584427	BABH01087314	GPS_001615319
ASM15162v1	na	NW_004584428	BABH01087313	GPS_001615320
ASM15162v1	na	NW_004584429	BABH01087312	GPS_001615321
ASM15162v1	na	NW_004584430	BABH01087311	GPS_001615322
ASM15162v1	na	NW_004584431	BABH01087310	GPS_001615323
ASM15162v1	na	NW_004584432	BABH01087309	GPS_001615324
ASM15162v1	na	NW_004584433	BABH01087308	GPS_001615325
ASM15162v1	na	NW_004584434	BABH01087307	GPS_001615326
ASM15162v1	na	NW_004584435	BABH01087306	GPS_001615327
ASM15162v1	na	NW_004584436	BABH01087305	GPS_001615328
ASM15162v1	na	NW_004584437	BABH01087304	GPS_001615329
ASM15162v1	na	NW_004584438	BABH01087303	GPS_001615330
ASM15162v1	na	NW_004584439	BABH01087302	GPS_001615331
ASM15162v1	na	NW_004584440	BABH01087301	GPS_001615332
ASM15162v1	na	NW_004584441	BABH01087300	GPS_001615333
ASM15162v1	na	NW_004584442	BABH01087299	GPS_001615334
ASM15162v1	na	NW_004584443	BABH01087298	GPS_001615335
ASM15162v1	na	NW_004584444	BABH01087297	GPS_001615336
ASM15162v1	na	NW_004584445	BABH01087296	GPS_001615337
ASM15162v1	na	NW_004584446	BABH01087295	GPS_001615338
ASM15162v1	na	NW_004584447	BABH01087294	GPS_001615339
ASM15162v1	na	NW_004584448	BABH01087293	GPS_001615340
ASM15162v1	na	NW_004584449	BABH01087292	GPS_001615341
ASM15162v1	na	NW_004584450	BABH01087291	GPS_001615342
ASM15162v1	na	NW_004584451	BABH01087290	GPS_001615343
ASM15162v1	na	NW_004584452	BABH01087289	GPS_001615344
ASM15162v1	na	NW_004584453	BABH01087288	GPS_001615345
ASM15162v1	na	NW_004584454	BABH01087287	GPS_001615346
ASM15162v1	na	NW_004584455	BABH01087286	GPS_001615347
ASM15162v1	na	NW_004584456	BABH01087285	GPS_001615348
ASM15162v1	na	NW_004584457	BABH01087284	GPS_001615349
ASM15162v1	na	NW_004584458	BABH01087283	GPS_001615350
ASM15162v1	na	NW_004584459	BABH01087282	GPS_001615351
ASM15162v1	na	NW_004584460	BABH01087281	GPS_001615352
ASM15162v1	na	NW_004584461	BABH01087280	GPS_001615353
ASM15162v1	na	NW_004584462	BABH01087279	GPS_001615354
ASM15162v1	na	NW_004584463	BABH01087278	GPS_001615355
ASM15162v1	na	NW_004584464	BABH01087277	GPS_001615356
ASM15162v1	na	NW_004584465	BABH01087276	GPS_001615357
ASM15162v1	na	NW_004584466	BABH01087275	GPS_001615358
ASM15162v1	na	NW_004584467	BABH01087274	GPS_001615359
ASM15162v1	na	NW_004584468	BABH01087273	GPS_001615360
ASM15162v1	na	NW_004584469	BABH01087272	GPS_001615361
ASM15162v1	na	NW_004584470	BABH01087271	GPS_001615362
ASM15162v1	na	NW_004584471	BABH01087270	GPS_001615363
ASM15162v1	na	NW_004584472	BABH01087269	GPS_001615364
ASM15162v1	na	NW_004584473	BABH01087268	GPS_001615365
ASM15162v1	na	NW_004584474	BABH01087267	GPS_001615366
ASM15162v1	na	NW_004584475	BABH01087266	GPS_001615367
ASM15162v1	na	NW_004584476	BABH01087265	GPS_001615368
ASM15162v1	na	NW_004584477	BABH01087264	GPS_001615369
ASM15162v1	na	NW_004584478	BABH01087263	GPS_001615370
ASM15162v1	na	NW_004584479	BABH01087262	GPS_001615371
ASM15162v1	na	NW_004584480	BABH01087261	GPS_001615372
ASM15162v1	na	NW_004584481	BABH01087260	GPS_001615373
ASM15162v1	na	NW_004584482	BABH01087259	GPS_001615374
ASM15162v1	na	NW_004584483	BABH01087258	GPS_001615375
ASM15162v1	na	NW_004584484	BABH01087257	GPS_001615376
ASM15162v1	na	NW_004584485	BABH01087256	GPS_001615377
ASM15162v1	na	NW_004584486	BABH01087255	GPS_001615378
ASM15162v1	na	NW_004584487	BABH01087254	GPS_001615379
ASM15162v1	na	NW_004584488	BABH01087253	GPS_001615380
ASM15162v1	na	NW_004584489	BABH01087252	GPS_001615381
ASM15162v1	na	NW_004584490	BABH01087251	GPS_001615382
ASM15162v1	na	NW_004584491	BABH01087250	GPS_001615383
ASM15162v1	na	NW_004584492	BABH01087249	GPS_001615384
ASM15162v1	na	NW_004584493	BABH01087248	GPS_001615385
ASM15162v1	na	NW_004584494	BABH01087247	GPS_001615386
ASM15162v1	na	NW_004584495	BABH01087246	GPS_001615387
ASM15162v1	na	NW_004584496	BABH01087245	GPS_001615388
ASM15162v1	na	NW_004584497	BABH01087244	GPS_001615389
ASM15162v1	na	NW_004584498	BABH01087243	GPS_001615390
ASM15162v1	na	NW_004584499	BABH01087242	GPS_001615391
ASM15162v1	na	NW_004584500	BABH01087241	GPS_001615392
ASM15162v1	na	NW_004584501	BABH01087240	GPS_001615393
ASM15162v1	na	NW_004584502	BABH01087239	GPS_001615394
ASM15162v1	na	NW_004584503	BABH01087238	GPS_001615395
ASM15162v1	na	NW_004584504	BABH01087237	GPS_001615396
ASM15162v1	na	NW_004584505	BABH01087236	GPS_001615397
ASM15162v1	na	NW_004584506	BABH01087235	GPS_001615398
ASM15162v1	na	NW_004584507	BABH01087234	GPS_001615399
ASM15162v1	na	NW_004584508	BABH01087233	GPS_001615400
ASM15162v1	na	NW_004584509	BABH01087232	GPS_001615401
ASM15162v1	na	NW_004584510	BABH01087231	GPS_001615402
ASM15162v1	na	NW_004584511	BABH01087230	GPS_001615403
ASM15162v1	na	NW_004584512	BABH01087229	GPS_001615404
ASM15162v1	na	NW_004584513	BABH01087228	GPS_001615405
ASM15162v1	na	NW_004584514	BABH01087227	GPS_001615406
ASM15162v1	na	NW_004584515	BABH01087226	GPS_001615407
ASM15162v1	na	NW_004584516	BABH01087225	GPS_001615408
ASM15162v1	na	NW_004584517	BABH01087224	GPS_001615409
ASM15162v1	na	NW_004584518	BABH01087223	GPS_001615410
ASM15162v1	na	NW_004584519	BABH01087222	GPS_001615411
ASM15162v1	na	NW_004584520	BABH01087221	GPS_001615412
ASM15162v1	na	NW_004584521	BABH01087220	GPS_001615413
ASM15162v1	na	NW_004584522	BABH01087219	GPS_001615414
ASM15162v1	na	NW_004584523	BABH01087218	GPS_001615415
ASM15162v1	na	NW_004584524	BABH01087217	GPS_001615416
ASM15162v1	na	NW_004584525	BABH01087216	GPS_001615417
ASM15162v1	na	NW_004584526	BABH01087215	GPS_001615418
ASM15162v1	na	NW_004584527	BABH01087214	GPS_001615419
ASM15162v1	na	NW_004584528	BABH01087213	GPS_001615420
ASM15162v1	na	NW_004584529	BABH01087212	GPS_001615421
ASM15162v1	na	NW_004584530	BABH01087211	GPS_001615422
ASM15162v1	na	NW_004584531	BABH01087210	GPS_001615423
ASM15162v1	na	NW_004584532	BABH01087209	GPS_001615424
ASM15162v1	na	NW_004584533	BABH01087208	GPS_001615425
ASM15162v1	na	NW_004584534	BABH01087207	GPS_001615426
ASM15162v1	na	NW_004584535	BABH01087206	GPS_001615427
ASM15162v1	na	NW_004584536	BABH01087205	GPS_001615428
ASM15162v1	na	NW_004584537	BABH01087204	GPS_001615429
ASM15162v1	na	NW_004584538	BABH01087203	GPS_001615430
ASM15162v1	na	NW_004584539	BABH01087202	GPS_001615431
ASM15162v1	na	NW_004584540	BABH01087201	GPS_001615432
ASM15162v1	na	NW_004584541	BABH01087200	GPS_001615433
ASM15162v1	na	NW_004584542	BABH01087199	GPS_001615434
ASM15162v1	na	NW_004584543	BABH01087198	GPS_001615435
ASM15162v1	na	NW_004584544	BABH01087197	GPS_001615436
ASM15162v1	na	NW_004584545	BABH01087196	GPS_001615437
ASM15162v1	na	NW_004584546	BABH01087195	GPS_001615438
ASM15162v1	na	NW_004584547	BABH01087194	GPS_001615439
ASM15162v1	na	NW_004584548	BABH01087193	GPS_001615440
ASM15162v1	na	NW_004584549	BABH01087192	GPS_001615441
ASM15162v1	na	NW_004584550	BABH01087191	GPS_001615442
ASM15162v1	na	NW_004584551	BABH01087190	GPS_001615443
ASM15162v1	na	NW_004584552	BABH01087189	GPS_001615444
ASM15162v1	na	NW_004584553	BABH01087188	GPS_001615445
ASM15162v1	na	NW_004584554	BABH01087187	GPS_001615446
ASM15162v1	na	NW_004584555	BABH01087186	GPS_001615447
ASM15162v1	na	NW_004584556	BABH01087185	GPS_001615448
ASM15162v1	na	NW_004584557	BABH01087184	GPS_001615449
ASM15162v1	na	NW_004584558	BABH01087183	GPS_001615450
ASM15162v1	na	NW_004584559	BABH01087182	GPS_001615451
ASM15162v1	na	NW_004584560	BABH01087181	GPS_001615452
ASM15162v1	na	NW_004584561	BABH01087180	GPS_001615453
ASM15162v1	na	NW_004584562	BABH01087179	GPS_001615454
ASM15162v1	na	NW_004584563	BABH01087178	GPS_001615455
ASM15162v1	na	NW_004584564	BABH01087177	GPS_001615456
ASM15162v1	na	NW_004584565	BABH01087176	GPS_001615457
ASM15162v1	na	NW_004584566	BABH01087175	GPS_001615458
ASM15162v1	na	NW_004584567	BABH01087174	GPS_001615459
ASM15162v1	na	NW_004584568	BABH01087173	GPS_001615460
ASM15162v1	na	NW_004584569	BABH01087172	GPS_001615461
ASM15162v1	na	NW_004584570	BABH01087171	GPS_001615462
ASM15162v1	na	NW_004584571	BABH01087170	GPS_001615463
ASM15162v1	na	NW_004584572	BABH01087169	GPS_001615464
ASM15162v1	na	NW_004584573	BABH01087168	GPS_001615465
ASM15162v1	na	NW_004584574	BABH01087167	GPS_001615466
ASM15162v1	na	NW_004584575	BABH01087166	GPS_001615467
ASM15162v1	na	NW_004584576	BABH01087165	GPS_001615468
ASM15162v1	na	NW_004584577	BABH01087164	GPS_001615469
ASM15162v1	na	NW_004584578	BABH01087163	GPS_001615470
ASM15162v1	na	NW_004584579	BABH01087162	GPS_001615471
ASM15162v1	na	NW_004584580	BABH01087161	GPS_001615472
ASM15162v1	na	NW_004584581	BABH01087160	GPS_001615473
ASM15162v1	na	NW_004584582	BABH01087159	GPS_001615474
ASM15162v1	na	NW_004584583	BABH01087158	GPS_001615475
ASM15162v1	na	NW_004584584	BABH01087157	GPS_001615476
ASM15162v1	na	NW_004584585	BABH01087156	GPS_001615477
ASM15162v1	na	NW_004584586	BABH01087155	GPS_001615478
ASM15162v1	na	NW_004584587	BABH01087154	GPS_001615479
ASM15162v1	na	NW_004584588	BABH01087153	GPS_001615480
