#cleaned version removed '.1' from all the accessions.
Assembly	Genome_Acc	RefSeq_Acc	GenBank_Acc	NCBI_name
ASM15162v1	na	NW_004618634	BABH01053107	GPS_001649526
ASM15162v1	na	NW_004618635	BABH01053106	GPS_001649527
ASM15162v1	na	NW_004618636	BABH01053105	GPS_001649528
ASM15162v1	na	NW_004618637	BABH01053104	GPS_001649529
ASM15162v1	na	NW_004618638	BABH01053103	GPS_001649530
ASM15162v1	na	NW_004618639	BABH01053102	GPS_001649531
ASM15162v1	na	NW_004618640	BABH01053101	GPS_001649532
ASM15162v1	na	NW_004618641	BABH01053100	GPS_001649533
ASM15162v1	na	NW_004618642	BABH01053099	GPS_001649534
ASM15162v1	na	NW_004618643	BABH01053098	GPS_001649535
ASM15162v1	na	NW_004618644	BABH01053097	GPS_001649536
ASM15162v1	na	NW_004618645	BABH01053096	GPS_001649537
ASM15162v1	na	NW_004618646	BABH01053095	GPS_001649538
ASM15162v1	na	NW_004618647	BABH01053094	GPS_001649539
ASM15162v1	na	NW_004618648	BABH01053093	GPS_001649540
ASM15162v1	na	NW_004618649	BABH01053092	GPS_001649541
ASM15162v1	na	NW_004618650	BABH01053091	GPS_001649542
ASM15162v1	na	NW_004618651	BABH01053090	GPS_001649543
ASM15162v1	na	NW_004618652	BABH01053089	GPS_001649544
ASM15162v1	na	NW_004618653	BABH01053088	GPS_001649545
ASM15162v1	na	NW_004618654	BABH01053087	GPS_001649546
ASM15162v1	na	NW_004618655	BABH01053086	GPS_001649547
ASM15162v1	na	NW_004618656	BABH01053085	GPS_001649548
ASM15162v1	na	NW_004618657	BABH01053084	GPS_001649549
ASM15162v1	na	NW_004618658	BABH01053083	GPS_001649550
ASM15162v1	na	NW_004618659	BABH01053082	GPS_001649551
ASM15162v1	na	NW_004618660	BABH01053081	GPS_001649552
ASM15162v1	na	NW_004618661	BABH01053080	GPS_001649553
ASM15162v1	na	NW_004618662	BABH01053079	GPS_001649554
ASM15162v1	na	NW_004618663	BABH01053078	GPS_001649555
ASM15162v1	na	NW_004618664	BABH01053077	GPS_001649556
ASM15162v1	na	NW_004618665	BABH01053076	GPS_001649557
ASM15162v1	na	NW_004618666	BABH01053075	GPS_001649558
ASM15162v1	na	NW_004618667	BABH01053074	GPS_001649559
ASM15162v1	na	NW_004618668	BABH01053073	GPS_001649560
ASM15162v1	na	NW_004618669	BABH01053072	GPS_001649561
ASM15162v1	na	NW_004618670	BABH01053071	GPS_001649562
ASM15162v1	na	NW_004618671	BABH01053070	GPS_001649563
ASM15162v1	na	NW_004618672	BABH01053069	GPS_001649564
ASM15162v1	na	NW_004618673	BABH01053068	GPS_001649565
ASM15162v1	na	NW_004618674	BABH01053067	GPS_001649566
ASM15162v1	na	NW_004618675	BABH01053066	GPS_001649567
ASM15162v1	na	NW_004618676	BABH01053065	GPS_001649568
ASM15162v1	na	NW_004618677	BABH01053064	GPS_001649569
ASM15162v1	na	NW_004618678	BABH01053063	GPS_001649570
ASM15162v1	na	NW_004618679	BABH01053062	GPS_001649571
ASM15162v1	na	NW_004618680	BABH01053061	GPS_001649572
ASM15162v1	na	NW_004618681	BABH01053060	GPS_001649573
ASM15162v1	na	NW_004618682	BABH01053059	GPS_001649574
ASM15162v1	na	NW_004618683	BABH01053058	GPS_001649575
ASM15162v1	na	NW_004618684	BABH01053057	GPS_001649576
ASM15162v1	na	NW_004618685	BABH01053056	GPS_001649577
ASM15162v1	na	NW_004618686	BABH01053055	GPS_001649578
ASM15162v1	na	NW_004618687	BABH01053054	GPS_001649579
ASM15162v1	na	NW_004618688	BABH01053053	GPS_001649580
ASM15162v1	na	NW_004618689	BABH01053052	GPS_001649581
ASM15162v1	na	NW_004618690	BABH01053051	GPS_001649582
ASM15162v1	na	NW_004618691	BABH01053050	GPS_001649583
ASM15162v1	na	NW_004618692	BABH01053049	GPS_001649584
ASM15162v1	na	NW_004618693	BABH01053048	GPS_001649585
ASM15162v1	na	NW_004618694	BABH01053047	GPS_001649586
ASM15162v1	na	NW_004618695	BABH01053046	GPS_001649587
ASM15162v1	na	NW_004618696	BABH01053045	GPS_001649588
ASM15162v1	na	NW_004618697	BABH01053044	GPS_001649589
ASM15162v1	na	NW_004618698	BABH01053043	GPS_001649590
ASM15162v1	na	NW_004618699	BABH01053042	GPS_001649591
ASM15162v1	na	NW_004618700	BABH01053041	GPS_001649592
ASM15162v1	na	NW_004618701	BABH01053040	GPS_001649593
ASM15162v1	na	NW_004618702	BABH01053039	GPS_001649594
ASM15162v1	na	NW_004618703	BABH01053038	GPS_001649595
ASM15162v1	na	NW_004618704	BABH01053037	GPS_001649596
ASM15162v1	na	NW_004618705	BABH01053036	GPS_001649597
ASM15162v1	na	NW_004618706	BABH01053035	GPS_001649598
ASM15162v1	na	NW_004618707	BABH01053034	GPS_001649599
ASM15162v1	na	NW_004618708	BABH01053033	GPS_001649600
ASM15162v1	na	NW_004618709	BABH01053032	GPS_001649601
ASM15162v1	na	NW_004618710	BABH01053031	GPS_001649602
ASM15162v1	na	NW_004618711	BABH01053030	GPS_001649603
ASM15162v1	na	NW_004618712	BABH01053029	GPS_001649604
ASM15162v1	na	NW_004618713	BABH01053028	GPS_001649605
ASM15162v1	na	NW_004618714	BABH01053027	GPS_001649606
ASM15162v1	na	NW_004618715	BABH01053026	GPS_001649607
ASM15162v1	na	NW_004618716	BABH01053025	GPS_001649608
ASM15162v1	na	NW_004618717	BABH01053024	GPS_001649609
ASM15162v1	na	NW_004618718	BABH01053023	GPS_001649610
ASM15162v1	na	NW_004618719	BABH01053022	GPS_001649611
ASM15162v1	na	NW_004618720	BABH01053021	GPS_001649612
ASM15162v1	na	NW_004618721	BABH01053020	GPS_001649613
ASM15162v1	na	NW_004618722	BABH01053019	GPS_001649614
ASM15162v1	na	NW_004618723	BABH01053018	GPS_001649615
ASM15162v1	na	NW_004618724	BABH01053017	GPS_001649616
ASM15162v1	na	NW_004618725	BABH01053016	GPS_001649617
ASM15162v1	na	NW_004618726	BABH01053015	GPS_001649618
ASM15162v1	na	NW_004618727	BABH01053014	GPS_001649619
ASM15162v1	na	NW_004618728	BABH01053013	GPS_001649620
ASM15162v1	na	NW_004618729	BABH01053012	GPS_001649621
ASM15162v1	na	NW_004618730	BABH01053011	GPS_001649622
ASM15162v1	na	NW_004618731	BABH01053010	GPS_001649623
ASM15162v1	na	NW_004618732	BABH01053009	GPS_001649624
ASM15162v1	na	NW_004618733	BABH01053008	GPS_001649625
ASM15162v1	na	NW_004618734	BABH01053007	GPS_001649626
ASM15162v1	na	NW_004618735	BABH01053006	GPS_001649627
ASM15162v1	na	NW_004618736	BABH01053005	GPS_001649628
ASM15162v1	na	NW_004618737	BABH01053004	GPS_001649629
ASM15162v1	na	NW_004618738	BABH01053003	GPS_001649630
ASM15162v1	na	NW_004618739	BABH01053002	GPS_001649631
ASM15162v1	na	NW_004618740	BABH01053001	GPS_001649632
ASM15162v1	na	NW_004618741	BABH01053000	GPS_001649633
ASM15162v1	na	NW_004618742	BABH01052999	GPS_001649634
ASM15162v1	na	NW_004618743	BABH01052998	GPS_001649635
ASM15162v1	na	NW_004618744	BABH01052997	GPS_001649636
ASM15162v1	na	NW_004618745	BABH01052996	GPS_001649637
ASM15162v1	na	NW_004618746	BABH01052995	GPS_001649638
ASM15162v1	na	NW_004618747	BABH01052994	GPS_001649639
ASM15162v1	na	NW_004618748	BABH01052993	GPS_001649640
ASM15162v1	na	NW_004618749	BABH01052992	GPS_001649641
ASM15162v1	na	NW_004618750	BABH01052991	GPS_001649642
ASM15162v1	na	NW_004618751	BABH01052990	GPS_001649643
ASM15162v1	na	NW_004618752	BABH01052989	GPS_001649644
ASM15162v1	na	NW_004618753	BABH01052988	GPS_001649645
ASM15162v1	na	NW_004618754	BABH01052987	GPS_001649646
ASM15162v1	na	NW_004618755	BABH01052986	GPS_001649647
ASM15162v1	na	NW_004618756	BABH01052985	GPS_001649648
ASM15162v1	na	NW_004618757	BABH01052984	GPS_001649649
ASM15162v1	na	NW_004618758	BABH01052983	GPS_001649650
ASM15162v1	na	NW_004618759	BABH01052982	GPS_001649651
ASM15162v1	na	NW_004618760	BABH01052981	GPS_001649652
ASM15162v1	na	NW_004618761	BABH01052980	GPS_001649653
ASM15162v1	na	NW_004618762	BABH01052979	GPS_001649654
ASM15162v1	na	NW_004618763	BABH01052978	GPS_001649655
ASM15162v1	na	NW_004618764	BABH01052977	GPS_001649656
ASM15162v1	na	NW_004618765	BABH01052976	GPS_001649657
ASM15162v1	na	NW_004618766	BABH01052975	GPS_001649658
ASM15162v1	na	NW_004618767	BABH01052974	GPS_001649659
ASM15162v1	na	NW_004618768	BABH01052973	GPS_001649660
ASM15162v1	na	NW_004618769	BABH01052972	GPS_001649661
ASM15162v1	na	NW_004618770	BABH01052971	GPS_001649662
ASM15162v1	na	NW_004618771	BABH01052970	GPS_001649663
ASM15162v1	na	NW_004618772	BABH01052969	GPS_001649664
ASM15162v1	na	NW_004618773	BABH01052968	GPS_001649665
ASM15162v1	na	NW_004618774	BABH01052967	GPS_001649666
ASM15162v1	na	NW_004618775	BABH01052966	GPS_001649667
ASM15162v1	na	NW_004618776	BABH01052965	GPS_001649668
ASM15162v1	na	NW_004618777	BABH01052964	GPS_001649669
ASM15162v1	na	NW_004618778	BABH01052963	GPS_001649670
ASM15162v1	na	NW_004618779	BABH01052962	GPS_001649671
ASM15162v1	na	NW_004618780	BABH01052961	GPS_001649672
ASM15162v1	na	NW_004618781	BABH01052960	GPS_001649673
ASM15162v1	na	NW_004618782	BABH01052959	GPS_001649674
ASM15162v1	na	NW_004618783	BABH01052958	GPS_001649675
ASM15162v1	na	NW_004618784	BABH01052957	GPS_001649676
ASM15162v1	na	NW_004618785	BABH01052956	GPS_001649677
ASM15162v1	na	NW_004618786	BABH01052955	GPS_001649678
ASM15162v1	na	NW_004618787	BABH01052954	GPS_001649679
ASM15162v1	na	NW_004618788	BABH01052953	GPS_001649680
ASM15162v1	na	NW_004618789	BABH01052952	GPS_001649681
ASM15162v1	na	NW_004618790	BABH01052951	GPS_001649682
ASM15162v1	na	NW_004618791	BABH01052950	GPS_001649683
ASM15162v1	na	NW_004618792	BABH01052949	GPS_001649684
ASM15162v1	na	NW_004618793	BABH01052948	GPS_001649685
ASM15162v1	na	NW_004618794	BABH01052947	GPS_001649686
ASM15162v1	na	NW_004618795	BABH01052946	GPS_001649687
ASM15162v1	na	NW_004618796	BABH01052945	GPS_001649688
ASM15162v1	na	NW_004618797	BABH01052944	GPS_001649689
ASM15162v1	na	NW_004618798	BABH01052943	GPS_001649690
ASM15162v1	na	NW_004618799	BABH01052942	GPS_001649691
ASM15162v1	na	NW_004618800	BABH01052941	GPS_001649692
ASM15162v1	na	NW_004618801	BABH01052940	GPS_001649693
ASM15162v1	na	NW_004618802	BABH01052939	GPS_001649694
ASM15162v1	na	NW_004618803	BABH01052938	GPS_001649695
ASM15162v1	na	NW_004618804	BABH01052937	GPS_001649696
ASM15162v1	na	NW_004618805	BABH01052936	GPS_001649697
ASM15162v1	na	NW_004618806	BABH01052935	GPS_001649698
ASM15162v1	na	NW_004618807	BABH01052934	GPS_001649699
ASM15162v1	na	NW_004618808	BABH01052933	GPS_001649700
ASM15162v1	na	NW_004618809	BABH01052932	GPS_001649701
ASM15162v1	na	NW_004618810	BABH01052931	GPS_001649702
ASM15162v1	na	NW_004618811	BABH01052930	GPS_001649703
ASM15162v1	na	NW_004618812	BABH01052929	GPS_001649704
ASM15162v1	na	NW_004618813	BABH01052928	GPS_001649705
ASM15162v1	na	NW_004618814	BABH01052927	GPS_001649706
ASM15162v1	na	NW_004618815	BABH01052926	GPS_001649707
ASM15162v1	na	NW_004618816	BABH01052925	GPS_001649708
ASM15162v1	na	NW_004618817	BABH01052924	GPS_001649709
ASM15162v1	na	NW_004618818	BABH01052923	GPS_001649710
ASM15162v1	na	NW_004618819	BABH01052922	GPS_001649711
ASM15162v1	na	NW_004618820	BABH01052921	GPS_001649712
ASM15162v1	na	NW_004618821	BABH01052920	GPS_001649713
ASM15162v1	na	NW_004618822	BABH01052919	GPS_001649714
ASM15162v1	na	NW_004618823	BABH01052918	GPS_001649715
ASM15162v1	na	NW_004618824	BABH01052917	GPS_001649716
ASM15162v1	na	NW_004618825	BABH01052916	GPS_001649717
ASM15162v1	na	NW_004618826	BABH01052915	GPS_001649718
ASM15162v1	na	NW_004618827	BABH01052914	GPS_001649719
ASM15162v1	na	NW_004618828	BABH01052913	GPS_001649720
ASM15162v1	na	NW_004618829	BABH01052912	GPS_001649721
ASM15162v1	na	NW_004618830	BABH01052911	GPS_001649722
ASM15162v1	na	NW_004618831	BABH01052910	GPS_001649723
ASM15162v1	na	NW_004618832	BABH01052909	GPS_001649724
ASM15162v1	na	NW_004618833	BABH01052908	GPS_001649725
ASM15162v1	na	NW_004618834	BABH01052907	GPS_001649726
ASM15162v1	na	NW_004618835	BABH01052906	GPS_001649727
ASM15162v1	na	NW_004618836	BABH01052905	GPS_001649728
ASM15162v1	na	NW_004618837	BABH01052904	GPS_001649729
ASM15162v1	na	NW_004618838	BABH01052903	GPS_001649730
ASM15162v1	na	NW_004618839	BABH01052902	GPS_001649731
ASM15162v1	na	NW_004618840	BABH01052901	GPS_001649732
ASM15162v1	na	NW_004618841	BABH01052900	GPS_001649733
ASM15162v1	na	NW_004618842	BABH01052899	GPS_001649734
ASM15162v1	na	NW_004618843	BABH01052898	GPS_001649735
ASM15162v1	na	NW_004618844	BABH01052897	GPS_001649736
ASM15162v1	na	NW_004618845	BABH01052896	GPS_001649737
ASM15162v1	na	NW_004618846	BABH01052895	GPS_001649738
ASM15162v1	na	NW_004618847	BABH01052894	GPS_001649739
ASM15162v1	na	NW_004618848	BABH01052893	GPS_001649740
ASM15162v1	na	NW_004618849	BABH01052892	GPS_001649741
ASM15162v1	na	NW_004618850	BABH01052891	GPS_001649742
ASM15162v1	na	NW_004618851	BABH01052890	GPS_001649743
ASM15162v1	na	NW_004618852	BABH01052889	GPS_001649744
ASM15162v1	na	NW_004618853	BABH01052888	GPS_001649745
ASM15162v1	na	NW_004618854	BABH01052887	GPS_001649746
ASM15162v1	na	NW_004618855	BABH01052886	GPS_001649747
ASM15162v1	na	NW_004618856	BABH01052885	GPS_001649748
ASM15162v1	na	NW_004618857	BABH01052884	GPS_001649749
ASM15162v1	na	NW_004618858	BABH01052883	GPS_001649750
ASM15162v1	na	NW_004618859	BABH01052882	GPS_001649751
ASM15162v1	na	NW_004618860	BABH01052881	GPS_001649752
ASM15162v1	na	NW_004618861	BABH01052880	GPS_001649753
ASM15162v1	na	NW_004618862	BABH01052879	GPS_001649754
ASM15162v1	na	NW_004618863	BABH01052878	GPS_001649755
ASM15162v1	na	NW_004618864	BABH01052877	GPS_001649756
ASM15162v1	na	NW_004618865	BABH01052876	GPS_001649757
ASM15162v1	na	NW_004618866	BABH01052875	GPS_001649758
ASM15162v1	na	NW_004618867	BABH01052874	GPS_001649759
ASM15162v1	na	NW_004618868	BABH01052873	GPS_001649760
ASM15162v1	na	NW_004618869	BABH01052872	GPS_001649761
ASM15162v1	na	NW_004618870	BABH01052871	GPS_001649762
ASM15162v1	na	NW_004618871	BABH01052870	GPS_001649763
ASM15162v1	na	NW_004618872	BABH01052869	GPS_001649764
ASM15162v1	na	NW_004618873	BABH01052868	GPS_001649765
ASM15162v1	na	NW_004618874	BABH01052867	GPS_001649766
ASM15162v1	na	NW_004618875	BABH01052866	GPS_001649767
ASM15162v1	na	NW_004618876	BABH01052865	GPS_001649768
ASM15162v1	na	NW_004618877	BABH01052864	GPS_001649769
ASM15162v1	na	NW_004618878	BABH01052863	GPS_001649770
ASM15162v1	na	NW_004618879	BABH01052862	GPS_001649771
ASM15162v1	na	NW_004618880	BABH01052861	GPS_001649772
ASM15162v1	na	NW_004618881	BABH01052860	GPS_001649773
ASM15162v1	na	NW_004618882	BABH01052859	GPS_001649774
ASM15162v1	na	NW_004618883	BABH01052858	GPS_001649775
ASM15162v1	na	NW_004618884	BABH01052857	GPS_001649776
ASM15162v1	na	NW_004618885	BABH01052856	GPS_001649777
ASM15162v1	na	NW_004618886	BABH01052855	GPS_001649778
ASM15162v1	na	NW_004618887	BABH01052854	GPS_001649779
ASM15162v1	na	NW_004618888	BABH01052853	GPS_001649780
ASM15162v1	na	NW_004618889	BABH01052852	GPS_001649781
ASM15162v1	na	NW_004618890	BABH01052851	GPS_001649782
ASM15162v1	na	NW_004618891	BABH01052850	GPS_001649783
ASM15162v1	na	NW_004618892	BABH01052849	GPS_001649784
ASM15162v1	na	NW_004618893	BABH01052848	GPS_001649785
ASM15162v1	na	NW_004618894	BABH01052847	GPS_001649786
ASM15162v1	na	NW_004618895	BABH01052846	GPS_001649787
ASM15162v1	na	NW_004618896	BABH01052845	GPS_001649788
ASM15162v1	na	NW_004618897	BABH01052844	GPS_001649789
ASM15162v1	na	NW_004618898	BABH01052843	GPS_001649790
ASM15162v1	na	NW_004618899	BABH01052842	GPS_001649791
ASM15162v1	na	NW_004618900	BABH01052841	GPS_001649792
ASM15162v1	na	NW_004618901	BABH01052840	GPS_001649793
ASM15162v1	na	NW_004618902	BABH01052839	GPS_001649794
ASM15162v1	na	NW_004618903	BABH01052838	GPS_001649795
ASM15162v1	na	NW_004618904	BABH01052837	GPS_001649796
ASM15162v1	na	NW_004618905	BABH01052836	GPS_001649797
ASM15162v1	na	NW_004618906	BABH01052835	GPS_001649798
ASM15162v1	na	NW_004618907	BABH01052834	GPS_001649799
ASM15162v1	na	NW_004618908	BABH01052833	GPS_001649800
ASM15162v1	na	NW_004618909	BABH01052832	GPS_001649801
ASM15162v1	na	NW_004618910	BABH01052831	GPS_001649802
ASM15162v1	na	NW_004618911	BABH01052830	GPS_001649803
ASM15162v1	na	NW_004618912	BABH01052829	GPS_001649804
ASM15162v1	na	NW_004618913	BABH01052828	GPS_001649805
ASM15162v1	na	NW_004618914	BABH01052827	GPS_001649806
ASM15162v1	na	NW_004618915	BABH01052826	GPS_001649807
ASM15162v1	na	NW_004618916	BABH01052825	GPS_001649808
ASM15162v1	na	NW_004618917	BABH01052824	GPS_001649809
ASM15162v1	na	NW_004618918	BABH01052823	GPS_001649810
ASM15162v1	na	NW_004618919	BABH01052822	GPS_001649811
ASM15162v1	na	NW_004618920	BABH01052821	GPS_001649812
ASM15162v1	na	NW_004618921	BABH01052820	GPS_001649813
ASM15162v1	na	NW_004618922	BABH01052819	GPS_001649814
ASM15162v1	na	NW_004618923	BABH01052818	GPS_001649815
ASM15162v1	na	NW_004618924	BABH01052817	GPS_001649816
ASM15162v1	na	NW_004618925	BABH01052816	GPS_001649817
ASM15162v1	na	NW_004618926	BABH01052815	GPS_001649818
ASM15162v1	na	NW_004618927	BABH01052814	GPS_001649819
ASM15162v1	na	NW_004618928	BABH01052813	GPS_001649820
ASM15162v1	na	NW_004618929	BABH01052812	GPS_001649821
ASM15162v1	na	NW_004618930	BABH01052811	GPS_001649822
ASM15162v1	na	NW_004618931	BABH01052810	GPS_001649823
ASM15162v1	na	NW_004618932	BABH01052809	GPS_001649824
ASM15162v1	na	NW_004618933	BABH01052808	GPS_001649825
ASM15162v1	na	NW_004618934	BABH01052807	GPS_001649826
ASM15162v1	na	NW_004618935	BABH01052806	GPS_001649827
ASM15162v1	na	NW_004618936	BABH01052805	GPS_001649828
ASM15162v1	na	NW_004618937	BABH01052804	GPS_001649829
ASM15162v1	na	NW_004618938	BABH01052803	GPS_001649830
ASM15162v1	na	NW_004618939	BABH01052802	GPS_001649831
ASM15162v1	na	NW_004618940	BABH01052801	GPS_001649832
ASM15162v1	na	NW_004618941	BABH01052800	GPS_001649833
ASM15162v1	na	NW_004618942	BABH01052799	GPS_001649834
ASM15162v1	na	NW_004618943	BABH01052798	GPS_001649835
ASM15162v1	na	NW_004618944	BABH01052797	GPS_001649836
ASM15162v1	na	NW_004618945	BABH01052796	GPS_001649837
ASM15162v1	na	NW_004618946	BABH01052795	GPS_001649838
ASM15162v1	na	NW_004618947	BABH01052794	GPS_001649839
ASM15162v1	na	NW_004618948	BABH01052793	GPS_001649840
ASM15162v1	na	NW_004618949	BABH01052792	GPS_001649841
ASM15162v1	na	NW_004618950	BABH01052791	GPS_001649842
ASM15162v1	na	NW_004618951	BABH01052790	GPS_001649843
ASM15162v1	na	NW_004618952	BABH01052789	GPS_001649844
ASM15162v1	na	NW_004618953	BABH01052788	GPS_001649845
ASM15162v1	na	NW_004618954	BABH01052787	GPS_001649846
ASM15162v1	na	NW_004618955	BABH01052786	GPS_001649847
ASM15162v1	na	NW_004618956	BABH01052785	GPS_001649848
ASM15162v1	na	NW_004618957	BABH01052784	GPS_001649849
ASM15162v1	na	NW_004618958	BABH01052783	GPS_001649850
ASM15162v1	na	NW_004618959	BABH01052782	GPS_001649851
ASM15162v1	na	NW_004618960	BABH01052781	GPS_001649852
ASM15162v1	na	NW_004618961	BABH01052780	GPS_001649853
ASM15162v1	na	NW_004618962	BABH01052779	GPS_001649854
ASM15162v1	na	NW_004618963	BABH01052778	GPS_001649855
ASM15162v1	na	NW_004618964	BABH01052777	GPS_001649856
ASM15162v1	na	NW_004618965	BABH01052776	GPS_001649857
ASM15162v1	na	NW_004618966	BABH01052775	GPS_001649858
ASM15162v1	na	NW_004618967	BABH01052774	GPS_001649859
ASM15162v1	na	NW_004618968	BABH01052773	GPS_001649860
ASM15162v1	na	NW_004618969	BABH01052772	GPS_001649861
ASM15162v1	na	NW_004618970	BABH01052771	GPS_001649862
ASM15162v1	na	NW_004618971	BABH01052770	GPS_001649863
ASM15162v1	na	NW_004618972	BABH01052769	GPS_001649864
ASM15162v1	na	NW_004618973	BABH01052768	GPS_001649865
ASM15162v1	na	NW_004618974	BABH01052767	GPS_001649866
ASM15162v1	na	NW_004618975	BABH01052766	GPS_001649867
ASM15162v1	na	NW_004618976	BABH01052765	GPS_001649868
ASM15162v1	na	NW_004618977	BABH01052764	GPS_001649869
ASM15162v1	na	NW_004618978	BABH01052763	GPS_001649870
ASM15162v1	na	NW_004618979	BABH01052762	GPS_001649871
ASM15162v1	na	NW_004618980	BABH01052761	GPS_001649872
ASM15162v1	na	NW_004618981	BABH01052760	GPS_001649873
ASM15162v1	na	NW_004618982	BABH01052759	GPS_001649874
ASM15162v1	na	NW_004618983	BABH01052758	GPS_001649875
ASM15162v1	na	NW_004618984	BABH01052757	GPS_001649876
ASM15162v1	na	NW_004618985	BABH01052756	GPS_001649877
ASM15162v1	na	NW_004618986	BABH01052755	GPS_001649878
ASM15162v1	na	NW_004618987	BABH01052754	GPS_001649879
ASM15162v1	na	NW_004618988	BABH01052753	GPS_001649880
ASM15162v1	na	NW_004618989	BABH01052752	GPS_001649881
ASM15162v1	na	NW_004618990	BABH01052751	GPS_001649882
ASM15162v1	na	NW_004618991	BABH01052750	GPS_001649883
ASM15162v1	na	NW_004618992	BABH01052749	GPS_001649884
ASM15162v1	na	NW_004618993	BABH01052748	GPS_001649885
ASM15162v1	na	NW_004618994	BABH01052747	GPS_001649886
ASM15162v1	na	NW_004618995	BABH01052746	GPS_001649887
ASM15162v1	na	NW_004618996	BABH01052745	GPS_001649888
ASM15162v1	na	NW_004618997	BABH01052744	GPS_001649889
ASM15162v1	na	NW_004618998	BABH01052743	GPS_001649890
ASM15162v1	na	NW_004618999	BABH01052742	GPS_001649891
ASM15162v1	na	NW_004619000	BABH01052741	GPS_001649892
ASM15162v1	na	NW_004619001	BABH01052740	GPS_001649893
ASM15162v1	na	NW_004619002	BABH01052739	GPS_001649894
ASM15162v1	na	NW_004619003	BABH01052738	GPS_001649895
ASM15162v1	na	NW_004619004	BABH01052737	GPS_001649896
ASM15162v1	na	NW_004619005	BABH01052736	GPS_001649897
ASM15162v1	na	NW_004619006	BABH01052735	GPS_001649898
ASM15162v1	na	NW_004619007	BABH01052734	GPS_001649899
ASM15162v1	na	NW_004619008	BABH01052733	GPS_001649900
ASM15162v1	na	NW_004619009	BABH01052732	GPS_001649901
ASM15162v1	na	NW_004619010	BABH01052731	GPS_001649902
ASM15162v1	na	NW_004619011	BABH01052730	GPS_001649903
ASM15162v1	na	NW_004619012	BABH01052729	GPS_001649904
ASM15162v1	na	NW_004619013	BABH01052728	GPS_001649905
ASM15162v1	na	NW_004619014	BABH01052727	GPS_001649906
ASM15162v1	na	NW_004619015	BABH01052726	GPS_001649907
ASM15162v1	na	NW_004619016	BABH01052725	GPS_001649908
ASM15162v1	na	NW_004619017	BABH01052724	GPS_001649909
ASM15162v1	na	NW_004619018	BABH01052723	GPS_001649910
ASM15162v1	na	NW_004619019	BABH01052722	GPS_001649911
ASM15162v1	na	NW_004619020	BABH01052721	GPS_001649912
ASM15162v1	na	NW_004619021	BABH01052720	GPS_001649913
ASM15162v1	na	NW_004619022	BABH01052719	GPS_001649914
ASM15162v1	na	NW_004619023	BABH01052718	GPS_001649915
ASM15162v1	na	NW_004619024	BABH01052717	GPS_001649916
ASM15162v1	na	NW_004619025	BABH01052716	GPS_001649917
ASM15162v1	na	NW_004619026	BABH01052715	GPS_001649918
ASM15162v1	na	NW_004619027	BABH01052714	GPS_001649919
ASM15162v1	na	NW_004619028	BABH01052713	GPS_001649920
ASM15162v1	na	NW_004619029	BABH01052712	GPS_001649921
ASM15162v1	na	NW_004619030	BABH01052711	GPS_001649922
ASM15162v1	na	NW_004619031	BABH01052710	GPS_001649923
ASM15162v1	na	NW_004619032	BABH01052709	GPS_001649924
ASM15162v1	na	NW_004619033	BABH01052708	GPS_001649925
ASM15162v1	na	NW_004619034	BABH01052707	GPS_001649926
ASM15162v1	na	NW_004619035	BABH01052706	GPS_001649927
ASM15162v1	na	NW_004619036	BABH01052705	GPS_001649928
ASM15162v1	na	NW_004619037	BABH01052704	GPS_001649929
ASM15162v1	na	NW_004619038	BABH01052703	GPS_001649930
ASM15162v1	na	NW_004619039	BABH01052702	GPS_001649931
ASM15162v1	na	NW_004619040	BABH01052701	GPS_001649932
ASM15162v1	na	NW_004619041	BABH01052700	GPS_001649933
ASM15162v1	na	NW_004619042	BABH01052699	GPS_001649934
ASM15162v1	na	NW_004619043	BABH01052698	GPS_001649935
ASM15162v1	na	NW_004619044	BABH01052697	GPS_001649936
ASM15162v1	na	NW_004619045	BABH01052696	GPS_001649937
ASM15162v1	na	NW_004619046	BABH01052695	GPS_001649938
ASM15162v1	na	NW_004619047	BABH01052694	GPS_001649939
ASM15162v1	na	NW_004619048	BABH01052693	GPS_001649940
ASM15162v1	na	NW_004619049	BABH01052692	GPS_001649941
ASM15162v1	na	NW_004619050	BABH01052691	GPS_001649942
ASM15162v1	na	NW_004619051	BABH01052690	GPS_001649943
ASM15162v1	na	NW_004619052	BABH01052689	GPS_001649944
ASM15162v1	na	NW_004619053	BABH01052688	GPS_001649945
ASM15162v1	na	NW_004619054	BABH01052687	GPS_001649946
ASM15162v1	na	NW_004619055	BABH01052686	GPS_001649947
ASM15162v1	na	NW_004619056	BABH01052685	GPS_001649948
ASM15162v1	na	NW_004619057	BABH01052684	GPS_001649949
ASM15162v1	na	NW_004619058	BABH01052683	GPS_001649950
ASM15162v1	na	NW_004619059	BABH01052682	GPS_001649951
ASM15162v1	na	NW_004619060	BABH01052681	GPS_001649952
ASM15162v1	na	NW_004619061	BABH01052680	GPS_001649953
ASM15162v1	na	NW_004619062	BABH01052679	GPS_001649954
ASM15162v1	na	NW_004619063	BABH01052678	GPS_001649955
ASM15162v1	na	NW_004619064	BABH01052677	GPS_001649956
ASM15162v1	na	NW_004619065	BABH01052676	GPS_001649957
ASM15162v1	na	NW_004619066	BABH01052675	GPS_001649958
ASM15162v1	na	NW_004619067	BABH01052674	GPS_001649959
ASM15162v1	na	NW_004619068	BABH01052673	GPS_001649960
